cost,iteration,time,run_id,seq
669,0,0.0037872500033699907,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 5, 6, 9, 8, 12, 15, 1, 20, 21, 22, 16, 1, 13, 18, 19, 4, 3, 10, 11, 1, 17, 2, 7, 14, 1]"
655,1,0.007485708003514446,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 2, 6, 3, 12, 4, 9, 1, 13, 15, 5, 16, 10, 8, 7, 1, 18, 21, 17, 22, 1, 11, 19, 20, 14, 1]"
553,3,0.01483725000434788,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 18, 2, 3, 6, 11, 10, 1, 8, 7, 5, 4, 9, 12, 22, 15, 1, 20, 17, 14, 1, 16, 13, 19, 21, 1]"
551,9,0.036931665999873076,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 15, 9, 2, 6, 8, 7, 3, 10, 1, 12, 11, 5, 4, 14, 22, 1, 21, 18, 20, 1, 13, 17, 16, 19, 1]"
547,15,0.05908283300232142,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 12, 7, 9, 8, 2, 6, 15, 1, 11, 19, 21, 22, 18, 16, 1, 17, 20, 14, 1, 13, 3, 10, 5, 4, 1]"
505,17,0.06644454100023722,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 13, 17, 15, 19, 16, 10, 1, 21, 18, 22, 20, 1, 6, 2, 3, 7, 12, 9, 1, 14, 4, 5, 8, 11, 1]"
492,43,0.16219745799753582,34c4a7b4-1da2-40c8-b022-00129b0b51c1,"[1, 11, 6, 8, 10, 3, 7, 9, 15, 1, 16, 19, 22, 20, 18, 1, 13, 12, 4, 5, 2, 1, 17, 14, 21, 1]"
784,0,0.0005827920031151734,fd628a23-23df-4dc1-9753-99bb60964f1b,"[1, 8, 4, 5, 2, 14, 10, 9, 1, 16, 7, 22, 13, 17, 11, 1, 20, 15, 18, 19, 12, 1, 6, 3, 21, 1]"
775,0,0.0008955419980338775,fd628a23-23df-4dc1-9753-99bb60964f1b,"[1, 6, 9, 2, 3, 10, 1, 21, 20, 12, 7, 1, 22, 13, 17, 11, 15, 1, 14, 16, 5, 19, 18, 1, 4, 8, 1]"
723,1,0.0011832090021925978,fd628a23-23df-4dc1-9753-99bb60964f1b,"[1, 6, 9, 2, 3, 10, 1, 21, 19, 12, 22, 13, 1, 11, 15, 14, 5, 17, 1, 20, 18, 7, 4, 8, 1, 16, 1]"
690,4,0.002049167000222951,fd628a23-23df-4dc1-9753-99bb60964f1b,"[1, 6, 9, 2, 3, 10, 1, 21, 19, 8, 4, 5, 1, 14, 16, 7, 22, 13, 11, 1, 20, 15, 18, 17, 1, 12, 1]"
680,6,0.0026303339982405305,fd628a23-23df-4dc1-9753-99bb60964f1b,"[1, 6, 9, 2, 3, 10, 1, 21, 19, 8, 4, 5, 1, 14, 16, 7, 17, 13, 1, 11, 20, 15, 18, 22, 1, 12, 1]"
