run_id,algorithm,seed,max_iterations,total_time,parameters
fb4b2489-eacd-4c83-b730-9d7d8dbb4f28,AC,929720287,100,4.8527319580025505,"{""alpha"": 0.5, ""beta"": 0.5}"
c054c01c-e096-462e-950e-96f068099e83,GA,929720287,100,0.33313662499858765,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
cd7409bb-c289-4629-80b0-2d87cdeb3e26,HA,929720287,100,5.424068332999013,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
0df6ae42-1c92-4ff4-a8f6-329756befb4a,AC,929720287,500,24.522130665995064,"{""alpha"": 0.5, ""beta"": 0.5}"
9e7c667c-7749-41aa-8eac-3f2cd185a7e2,GA,929720287,500,2.4272478750062874,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
8fc8172f-f399-4542-bda5-6c5f80e5d0e2,HA,929720287,500,27.542042207998747,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
b11adb80-109e-40f1-97fd-0d53ce11e93f,AC,929720287,1000,50.469448708005075,"{""alpha"": 0.5, ""beta"": 0.5}"
11e86b33-8c96-43c4-94a7-acd2f1a9a508,GA,929720287,1000,3.613659707996703,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
1fef629a-6452-4655-bf84-16970d105620,HA,929720287,1000,54.345912624994526,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
1b2df380-3e10-41c0-b46a-f9d51fd390cd,AC,929720287,2000,92.91771179200441,"{""alpha"": 0.5, ""beta"": 0.5}"
097266d2-8694-4489-98ca-f93134291b7e,GA,929720287,2000,6.142199875001097,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
b4a77c38-15b7-44bc-9509-16dea1a8dffd,HA,929720287,2000,103.16876462499931,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
7678af92-3f0f-4ee9-94c8-5904b3f038aa,AC,929720287,5000,216.7352233749989,"{""alpha"": 0.5, ""beta"": 0.5}"
a918d3ab-c19b-4af7-bbcb-88f460b63db9,GA,929720287,5000,14.537936916000035,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
0c90e851-f349-4e80-8f40-91b53921b4c5,HA,929720287,5000,237.1717553339986,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
71f6b45e-4db7-4a19-8d14-7efc5209201d,AC,1232291959,100,4.443499749999319,"{""alpha"": 0.5, ""beta"": 0.5}"
bd648af4-7585-4b8c-a900-b1774cee1628,GA,1232291959,100,0.3148017499988782,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
5c0250bc-3061-4632-966c-9d31d761e15b,HA,1232291959,100,5.272144667003886,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
e00910e3-25cb-46dd-b5de-53a7ebba130a,AC,1232291959,500,22.157818958999997,"{""alpha"": 0.5, ""beta"": 0.5}"
c09f5849-e62b-4ee7-b513-0dc95f0a2838,GA,1232291959,500,1.5539146250011981,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
f4ddec42-6a30-404f-80d2-e26bdd00c6da,HA,1232291959,500,24.31901620899589,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
c39f558c-1b83-4e2d-9d96-934c565c35f0,AC,1232291959,1000,45.04366733299685,"{""alpha"": 0.5, ""beta"": 0.5}"
df0e882a-681c-49ad-a442-8a3c2cf9eaad,GA,1232291959,1000,3.0774616670023534,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
7c09e1f0-7d4d-4a78-8d00-4900b11a55bf,HA,1232291959,1000,48.232742499996675,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
9464ae40-db65-4c4d-b58b-51b9ccad9294,AC,1232291959,2000,88.00448870800028,"{""alpha"": 0.5, ""beta"": 0.5}"
9883f3f0-d7f6-443a-a7ef-f1dd86154760,GA,1232291959,2000,5.992356666996784,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
d3e59e56-e344-4b09-a2dc-3f2cf5cc7864,HA,1232291959,2000,95.18307216699759,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
571203d8-3675-492b-b81a-f972a19bdd8c,AC,1232291959,5000,221.63855950000288,"{""alpha"": 0.5, ""beta"": 0.5}"
02dde275-ef5e-4d11-a50a-6ebffc5a233d,GA,1232291959,5000,14.81703570800164,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
f6ff5767-bf21-49ba-b379-f2173d7b54da,HA,1232291959,5000,230.6879719589997,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
812c8f13-eb65-4a95-8a4e-9b870db61413,AC,1910148937,100,4.364758458999859,"{""alpha"": 0.5, ""beta"": 0.5}"
25dbc9e1-abc7-4348-8be8-93844fb4d4f2,GA,1910148937,100,0.301266124995891,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
1a98b3d8-f2b9-4834-9ddc-4e9976ff486c,HA,1910148937,100,5.057095208001556,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
e2eec6e0-79de-4069-8889-3c6024eca7a3,AC,1910148937,500,21.3486124580013,"{""alpha"": 0.5, ""beta"": 0.5}"
bffa036b-6ea3-43e2-a91b-063ac507d13c,GA,1910148937,500,1.4604407500009984,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
86db2c69-77ac-4ad5-90ca-2004128d82e1,HA,1910148937,500,24.36156800000026,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
4faadaf3-4f5c-4bde-9465-55621883519e,AC,1910148937,1000,42.90934195799491,"{""alpha"": 0.5, ""beta"": 0.5}"
1699054c-b918-4c78-982b-2e97d859fe6e,GA,1910148937,1000,2.9322537909974926,"{""mutation_rate"": 0.25, ""tournament_size"": 3}"
5ba76285-457b-44e5-be58-8e7320475380,HA,1910148937,1000,45.85613879199809,"{""ac"": {""alpha"": 0.5, ""beta"": 0.5}, ""ga"": {""mutation_rate"": 0.25, ""tournament_size"": 3}, ""step"": 10}"
0de9ca33-9682-4dc2-8ce4-f968200dfc8e,AC,1910148937,2000,85.04410762499901,"{""alpha"": 0.5, ""beta"": 0.5}"
